Temp_C,Rel Hum_%,Press_kPa,Wind Speed_km/h,weather
6.8,53,101.16,22,Cloudy
6,58,101.12,17,Cloudy
4.8,63,101.05,15,Cloudy
6.2,58,100.98,20,Cloudy
5.5,61,100.92,11,Cloudy
7.9,53,100.81,17,Cloudy
10.1,46,100.69,24,Cloudy
10,47,100.64,28,Cloudy
5.7,63,100.57,19,Cloudy
7.6,57,100.52,19,Cloudy
10.3,52,100.47,26,Cloudy
6.7,63,100.39,19,Cloudy
10.2,55,100.29,26,Cloudy
12.1,53,100.22,30,Cloudy
12.7,55,100.13,26,Cloudy
11.7,59,100.08,20,Rainy
11.5,65,99.99,20,Cloudy
11.7,68,99.88,26,Cloudy
11.7,71,99.82,37,Rainy
11.6,70,99.75,32,Rainy
11.3,74,99.66,37,Rainy
10.5,83,99.64,46,Rainy
6.1,82,99.78,30,Rainy
5,79,99.9,41,Rainy
3.7,82,100.04,41,Rainy
2,83,100.13,46,Rainy
0,76,100.41,22,Cloudy
-1.1,60,101.45,17,Cloudy
-0.7,56,101.44,11,Cloudy
-0.9,59,101.47,7,Cloudy
-2.6,65,101.57,4,Cloudy
-2,59,101.61,4,Cloudy
-1.9,60,101.63,6,Cloudy
-2.2,60,101.64,7,Cloudy
-2.6,63,101.68,6,Cloudy
-2.2,61,101.77,4,Cloudy
-2.7,64,101.89,15,Cloudy
-3.8,59,102.01,19,Cloudy
-4.1,51,102.1,24,Cloudy
-6.8,56,102.6,26,Cloudy
-6.3,54,102.95,15,Cloudy
-2.6,52,102.84,15,Cloudy
-2.7,56,102.75,11,Cloudy
-2.3,65,102.6,11,Cloudy
-2.3,64,102.54,11,Cloudy
-1.7,67,102.45,7,Cloudy
-2.2,70,102.05,17,Cloudy
-1.7,68,102.02,13,Cloudy
-1.5,68,101.98,7,Cloudy
6.5,62,102.03,0,Cloudy
8.3,57,102,9,Cloudy
10.6,49,101.99,6,Cloudy
10.8,49,101.94,9,Cloudy
11.6,47,101.84,13,Cloudy
12.3,47,101.79,6,Cloudy
12.4,44,101.71,4,Cloudy
11.8,48,101.64,4,Cloudy
11.6,48,101.57,6,Cloudy
9,58,101.54,13,Cloudy
8.7,59,101.5,13,Cloudy
9.2,58,101.44,13,Cloudy
8.4,60,101.39,13,Cloudy
7.9,60,101.35,11,Cloudy
6.6,61,101.22,11,Cloudy
7.5,56,101.11,13,Cloudy
5.1,65,101.07,13,Rainy
4.8,66,101.05,6,Rainy
4.6,71,100.87,15,Cloudy
6.5,68,100.74,7,Cloudy
5.8,72,100.71,6,Cloudy
7.4,68,100.6,9,Cloudy
4,81,100.61,11,Rainy
5.5,83,100.5,7,Rainy
4.4,86,100.51,17,Rainy
3.9,89,100.64,9,Foggy
4.9,87,100.63,7,Foggy
6.5,87,100.61,7,Foggy
5.3,87,100.63,11,Foggy
1.1,86,100.87,20,Rainy
0.7,88,101.02,7,Foggy
0.7,89,101.06,7,Foggy
0.6,89,101.05,7,Foggy
0.8,92,101.06,6,Foggy
0.8,90,101.13,4,Foggy
0.7,89,101.23,6,Foggy
0.6,90,101.28,7,Foggy
0.8,92,101.36,6,Foggy
1.1,92,101.46,6,Rainy
1.6,92,101.51,7,Rainy
2.1,98,101.67,4,Rainy
1,97,101.89,15,Foggy
0.2,95,102.13,15,Cloudy
-0.1,94,102.17,17,Cloudy
-0.3,93,102.18,20,Cloudy
-0.6,93,102.23,15,Cloudy
-0.6,92,102.24,19,Cloudy
-0.6,92,102.27,19,Cloudy
-0.4,92,102.29,13,Cloudy
-0.3,92,102.25,11,Cloudy
-0.2,92,102.26,17,Cloudy
-0.3,92,102.34,15,Cloudy
-0.3,91,102.36,20,Cloudy
-0.5,90,102.4,13,Cloudy
-0.5,89,102.42,17,Cloudy
-0.3,88,102.39,20,Cloudy
0.4,86,102.31,22,Cloudy
1.1,84,102.23,19,Cloudy
2.2,81,102.18,19,Cloudy
3.4,78,102.12,22,Cloudy
3.4,78,102.05,22,Cloudy
4,78,102,24,Cloudy
3.5,78,101.99,20,Cloudy
3,79,101.98,26,Cloudy
2.6,81,101.98,22,Rainy
2.4,82,101.88,28,Cloudy
2.3,84,101.86,24,Cloudy
2,89,101.8,28,Rainy
2.1,89,101.77,20,Cloudy
1.8,89,101.7,19,Cloudy
1.8,90,101.67,19,Cloudy
1.9,91,101.54,15,Rainy
1.1,94,101.56,17,Rainy
1.1,96,101.46,19,Rainy
1,96,101.39,17,Rainy
0.7,97,101.36,20,Rainy
0.6,97,101.39,24,Rainy
1.1,96,101.37,19,Rainy
1.1,97,101.38,15,Rainy
1.1,97,101.41,17,Rainy
1.5,97,101.41,13,Rainy
1.8,96,101.4,13,Rainy
2.5,96,101.42,6,Foggy
3.3,97,101.38,6,Foggy
4,95,101.4,11,Foggy
3.7,97,101.48,7,Foggy
4.3,95,101.53,4,Foggy
4.1,94,101.61,7,Foggy
3,98,102.05,6,Foggy
2.7,99,102.09,4,Foggy
1.8,99,102.1,4,Foggy
0.3,99,102.15,0,Foggy
-0.1,99,102.2,0,Foggy
-0.1,98,102.26,4,Foggy
0.5,99,102.34,0,Foggy
1,99,102.39,0,Foggy
1.6,99,102.38,4,Foggy
2.6,100,102.37,0,Foggy
4.1,98,102.34,4,Foggy
5.7,97,102.32,4,Foggy
8.1,88,102.18,7,Cloudy
9.2,71,102.13,7,Cloudy
10.2,67,102.07,6,Cloudy
10.5,65,102.02,7,Cloudy
10.1,69,101.97,9,Cloudy
10.1,73,101.95,7,Cloudy
9.8,77,101.93,6,Cloudy
9.3,76,101.92,0,Cloudy
8.8,80,101.8,4,Cloudy
5.2,89,101.74,0,Cloudy
21.8,50,101.32,6,Cloudy
18.4,58,101.32,9,Cloudy
9.9,91,101.59,0,Cloudy
11.9,88,101.67,7,Cloudy
9.5,94,102.07,4,Foggy
11.3,91,102.1,4,Foggy
13.7,73,101.57,15,Cloudy
23,50,101.5,20,Cloudy
23.3,49,101.43,19,Cloudy
22.8,53,101.4,17,Cloudy
21.4,58,101.38,6,Cloudy
22.2,53,101.33,13,Cloudy
20,61,101.39,11,Cloudy
18.2,65,101.48,19,Rainy
16.7,62,101.52,13,Rainy
16.8,27,101.71,7,Cloudy
16.6,19,101.66,15,Cloudy
16.4,20,101.63,15,Cloudy
15.5,18,101.6,22,Cloudy
14.7,25,101.62,13,Cloudy
13.4,26,101.64,13,Cloudy
11.8,29,101.68,11,Cloudy
10.9,30,101.72,6,Cloudy
10.8,26,101.7,15,Cloudy
10.6,24,101.73,19,Cloudy
9.9,26,101.78,19,Cloudy
8.4,28,101.8,22,Cloudy
6.2,29,101.86,19,Cloudy
5.3,34,101.86,22,Cloudy
4.4,37,101.88,13,Cloudy
3.6,41,101.89,19,Cloudy
3.2,41,101.93,19,Cloudy
3.1,40,101.97,15,Cloudy
2.7,40,101.98,19,Cloudy
3,34,101.94,22,Cloudy
3.7,37,101.89,22,Cloudy
3.7,33,101.86,22,Cloudy
4.8,33,101.8,19,Cloudy
4.7,31,101.74,19,Cloudy
6.1,34,101.68,9,Cloudy
5.8,32,101.61,4,Cloudy
6.1,32,101.53,7,Cloudy
6.1,30,101.47,13,Cloudy
6.1,31,101.46,13,Cloudy
6.2,34,101.38,13,Cloudy
6.3,37,101.35,9,Cloudy
6.6,34,101.28,9,Cloudy
6.6,35,101.22,11,Cloudy
6.5,37,101.15,7,Rainy
5.8,43,101.05,20,Rainy
5.9,41,101.03,13,Cloudy
5.9,45,100.91,9,Rainy
5.8,49,100.84,7,Cloudy
5.3,50,100.79,19,Cloudy
4.5,59,100.73,11,Cloudy
3.8,71,100.76,15,Rainy
2.5,89,100.76,17,Rainy
3,90,100.74,6,Rainy
3.1,92,100.71,0,Rainy
3.9,92,100.66,0,Cloudy
5.2,89,100.58,6,Cloudy
5.9,86,100.54,6,Cloudy
6.6,83,100.47,6,Cloudy
7.5,79,100.39,11,Cloudy
7.6,81,100.29,9,Cloudy
8.4,78,100.27,9,Cloudy
9.2,77,100.26,7,Cloudy
8.9,80,100.28,7,Cloudy
7.3,85,100.22,7,Cloudy
6.4,89,100.12,11,Cloudy
7.3,78,100.19,24,Rainy
4.6,63,100.29,33,Rainy
2.6,63,100.4,26,Cloudy
0.8,48,100.6,26,Cloudy
-4,51,101.27,26,Cloudy
2.7,30,101.93,17,Cloudy
2.7,32,101.88,19,Cloudy
2.6,33,101.79,15,Cloudy
2.8,33,101.74,11,Cloudy
2.6,35,101.68,13,Cloudy
2.1,38,101.67,9,Cloudy
1,43,101.47,20,Cloudy
1,41,101.44,13,Cloudy
-1,81,100.68,19,Cloudy
2.1,67,100.08,15,Cloudy
2.3,66,99.94,11,Cloudy
2.8,70,99.74,13,Cloudy
3.8,60,99.64,7,Cloudy
4.3,59,99.51,9,Cloudy
4.4,67,99.45,13,Rainy
2.5,87,99.42,19,Rainy
2.2,90,99.48,20,Rainy
1.3,90,99.74,11,Cloudy
1.2,90,99.86,13,Foggy
1,90,99.92,15,Foggy
1,88,99.95,13,Foggy
0.8,88,99.99,17,Cloudy
0.6,88,100.05,15,Cloudy
0.5,86,100.12,11,Cloudy
0.4,85,100.15,17,Cloudy
0.5,84,100.19,11,Cloudy
0.6,82,100.27,11,Cloudy
3.2,67,100.7,13,Cloudy
3.6,66,100.71,9,Cloudy
3.9,64,100.71,6,Cloudy
4.2,62,100.72,13,Cloudy
4,61,100.76,15,Cloudy
4.1,58,100.81,19,Cloudy
3.9,62,100.87,13,Cloudy
3.5,57,100.92,24,Cloudy
3.4,52,100.97,20,Cloudy
2.9,54,101.01,19,Cloudy
2.2,60,101.07,19,Cloudy
1.9,55,101.11,24,Cloudy
1.4,52,101.14,17,Cloudy
0.8,51,101.17,24,Cloudy
0.1,50,101.18,19,Cloudy
0.9,45,101.57,4,Cloudy
4.8,36,101.26,17,Cloudy
4.8,35,101.26,15,Cloudy
4.4,38,101.24,15,Cloudy
3.9,42,101.26,11,Cloudy
3.1,49,101.29,7,Cloudy
3,43,101.3,7,Cloudy
1.7,45,101.32,4,Cloudy
0.4,53,101.3,0,Cloudy
1.5,47,101.33,13,Cloudy
1.3,44,101.31,13,Cloudy
1.3,44,101.29,11,Cloudy
0.7,49,101.3,13,Cloudy
-0.9,56,101.32,13,Cloudy
-0.6,52,101.3,13,Cloudy
-0.5,52,101.32,15,Cloudy
-0.3,51,101.32,19,Cloudy
0.7,50,101.33,17,Cloudy
1.5,50,101.34,17,Cloudy
-0.4,74,100.65,4,Cloudy
0.5,76,100.62,6,Cloudy
1.2,70,100.6,6,Cloudy
3.2,57,100.53,11,Cloudy
3.7,58,100.49,9,Cloudy
4.1,61,100.46,7,Cloudy
4.8,70,100.43,4,Rainy
5.8,67,100.35,0,Rainy
5.9,66,100.24,7,Rainy
4.7,77,100.2,9,Rainy
3.8,85,100.14,19,Rainy
3,85,100.1,17,Rainy
2.8,85,100.12,22,Rainy
2.5,85,100.11,11,Rainy
2.6,84,100.14,0,Rainy
2.6,84,100.18,11,Rainy
2.6,87,100.21,13,Rainy
2.5,88,100.22,13,Cloudy
2,88,100.21,7,Cloudy
-0.1,91,100.27,7,Foggy
-1.4,90,100.33,0,Foggy
-1.2,93,100.38,4,Foggy
7.1,32,100.82,11,Cloudy
8.7,27,100.76,11,Cloudy
10,25,100.65,13,Cloudy
9.7,26,100.52,28,Cloudy
8.9,26,100.49,20,Cloudy
8.4,27,100.5,13,Cloudy
7.8,29,100.42,9,Cloudy
7.1,33,100.36,7,Cloudy
6.9,32,100.34,11,Cloudy
6.9,31,100.29,11,Cloudy
6,35,100.22,9,Cloudy
5.6,35,100.2,4,Cloudy
6,36,100.15,9,Cloudy
5.4,50,100.05,11,Cloudy
5.2,53,100.01,7,Cloudy
4.6,59,99.94,9,Cloudy
4.2,59,99.89,11,Cloudy
4.8,52,99.85,17,Cloudy
5.5,44,99.83,20,Cloudy
6.5,39,99.83,28,Cloudy
8.9,43,99.71,24,Cloudy
8.7,42,99.71,33,Cloudy
8.5,43,99.72,26,Cloudy
8,45,99.75,26,Cloudy
8.3,45,99.75,20,Cloudy
8.1,40,99.81,26,Cloudy
7.6,42,99.87,22,Cloudy
6,49,100.07,19,Cloudy
4.9,51,100.13,19,Cloudy
3.7,55,100.2,19,Cloudy
3.6,55,100.24,19,Cloudy
3.2,55,100.34,15,Cloudy
2.3,55,100.4,11,Cloudy
1.9,62,100.41,13,Cloudy
1.5,61,100.47,17,Cloudy
1.5,54,100.51,17,Cloudy
1.5,52,100.6,19,Cloudy
2.3,51,100.68,19,Cloudy
2.7,51,100.72,20,Cloudy
3.9,48,100.76,22,Cloudy
4.5,41,100.76,17,Cloudy
4.8,42,100.77,26,Cloudy
5.2,42,100.74,22,Cloudy
6.6,42,100.73,22,Cloudy
6.6,37,100.75,20,Cloudy
5.6,38,100.82,26,Cloudy
5.3,38,100.87,19,Cloudy
4.9,40,100.88,19,Cloudy
4.4,42,100.89,22,Cloudy
3.5,43,100.93,19,Cloudy
3,44,100.97,22,Cloudy
2.8,43,100.98,17,Cloudy
2.3,46,101.04,22,Cloudy
1.5,48,101.09,19,Cloudy
1.1,49,101.13,17,Cloudy
-0.1,52,101.17,15,Cloudy
8.5,27,101.08,28,Cloudy
7.7,25,101.11,32,Cloudy
7.3,25,101.16,19,Cloudy
7.3,24,101.21,13,Cloudy
6.7,28,101.24,11,Cloudy
6.7,28,101.24,9,Cloudy
6.8,27,101.26,11,Cloudy
6.1,31,101.27,11,Cloudy
5.6,32,101.28,11,Cloudy
5.5,30,101.29,17,Cloudy
3.1,37,101.3,7,Cloudy
2.5,39,101.35,11,Cloudy
1.5,44,101.46,9,Cloudy
4.5,36,101.51,11,Cloudy
4.5,35,101.52,11,Cloudy
5.7,35,101.54,17,Cloudy
6,33,101.51,13,Cloudy
6.6,34,101.47,11,Cloudy
6.8,34,101.44,9,Cloudy
7.8,32,101.39,9,Cloudy
8,35,101.36,7,Cloudy
8.4,34,101.34,4,Cloudy
8.4,35,101.35,9,Cloudy
8,36,101.35,7,Cloudy
8,39,101.37,13,Cloudy
7.7,39,101.43,15,Cloudy
7.5,40,101.41,17,Cloudy
6.2,44,101.36,15,Cloudy
5.9,45,101.31,11,Cloudy
5.8,45,101.24,9,Cloudy
4.8,50,101.18,7,Cloudy
4.2,53,101.11,4,Cloudy
3.7,58,101.06,4,Cloudy
3.7,55,101,4,Cloudy
4,54,100.95,7,Cloudy
4.8,52,100.91,7,Cloudy
5.7,49,100.87,11,Cloudy
6.6,47,100.81,13,Cloudy
7.4,45,100.73,19,Cloudy
7.3,42,100.61,22,Cloudy
9.4,40,100.46,15,Cloudy
10.4,37,100.25,17,Cloudy
11.7,33,100.11,20,Cloudy
12.1,33,99.97,20,Cloudy
12.3,32,99.86,22,Cloudy
12.4,31,99.8,22,Cloudy
12.3,31,99.75,7,Cloudy
11.9,31,99.69,19,Cloudy
11.5,31,99.64,17,Cloudy
10.9,35,99.59,15,Cloudy
10.4,36,99.5,17,Cloudy
10.2,37,99.42,19,Cloudy
8.5,44,99.38,7,Cloudy
7.5,46,99.31,4,Cloudy
4.8,60,99.24,9,Cloudy
5.4,62,99.19,9,Cloudy
5.5,62,99.14,0,Cloudy
5.7,62,99.12,11,Cloudy
5.9,59,99.09,7,Cloudy
6.1,65,99.1,13,Rainy
6.3,71,99.11,13,Rainy
6.6,81,99.05,20,Rainy
7.4,67,99.05,19,Rainy
7,72,99.07,28,Rainy
7.4,73,99.1,24,Rainy
7.9,77,99.07,17,Rainy
8.8,65,99.08,17,Rainy
9,58,99.11,19,Rainy
8.6,58,99.14,22,Cloudy
8.7,55,99.19,17,Cloudy
8.3,60,99.24,22,Cloudy
6.2,76,99.31,30,Rainy
6.4,72,99.34,28,Cloudy
5.7,74,99.4,19,Cloudy
5.8,73,99.43,22,Cloudy
5.4,75,99.42,19,Cloudy
5.3,73,99.42,20,Cloudy
5.1,79,99.43,19,Cloudy
4.9,83,99.41,20,Cloudy
4.6,82,99.4,19,Cloudy
4.3,83,99.37,17,Cloudy
4,84,99.39,13,Cloudy
4,84,99.39,9,Cloudy
4.3,83,99.45,9,Cloudy
5,78,99.48,9,Cloudy
5.3,76,99.51,17,Rainy
5.7,76,99.53,15,Cloudy
6.9,66,99.56,20,Cloudy
6.9,74,99.58,15,Rainy
8,59,99.58,19,Cloudy
8.8,58,99.6,22,Cloudy
7.6,70,99.63,33,Rainy
6.2,81,99.71,19,Rainy
6.7,77,99.77,20,Cloudy
6.8,73,99.83,19,Cloudy
6,78,99.91,24,Cloudy
5.8,78,100.01,19,Cloudy
5.2,79,100.12,20,Cloudy
5.1,82,100.15,22,Cloudy
4.4,84,100.16,11,Cloudy
4.7,85,100.21,15,Cloudy
4.3,84,100.24,17,Cloudy
4,85,100.26,9,Cloudy
3.2,88,100.26,11,Cloudy
3,89,100.3,0,Cloudy
0.7,90,100.4,6,Cloudy
2.4,89,100.5,6,Cloudy
3.2,87,100.58,4,Cloudy
4.6,81,100.65,4,Cloudy
6.1,72,100.72,0,Cloudy
6.7,73,100.76,4,Cloudy
6.7,72,100.78,11,Cloudy
11,53,100.74,4,Cloudy
8.4,57,100.79,32,Rainy
7.5,74,100.79,7,Cloudy
9.5,57,100.82,20,Cloudy
9.3,57,100.91,33,Rainy
7.4,63,101.07,13,Cloudy
6.9,66,101.08,7,Cloudy
3.3,74,101.09,11,Cloudy
6.6,61,101.11,13,Cloudy
5.8,56,101.15,15,Cloudy
4.3,60,101.21,13,Cloudy
3.8,62,101.3,15,Cloudy
6.5,54,101.46,13,Cloudy
7.7,51,101.5,13,Cloudy
8.7,49,101.51,9,Cloudy
9.8,46,101.46,9,Cloudy
10.4,43,101.42,4,Cloudy
10,46,101.4,15,Cloudy
10.3,45,101.38,13,Cloudy
11.3,41,101.33,15,Cloudy
12.4,37,101.32,15,Cloudy
16.1,23,101.22,30,Cloudy
15,26,101.22,28,Cloudy
14.3,26,101.24,22,Cloudy
13.6,24,101.25,19,Cloudy
12.2,28,101.31,15,Cloudy
6.2,64,101.36,17,Cloudy
6.7,58,101.42,19,Cloudy
7.5,54,101.49,20,Cloudy
9.2,51,101.46,19,Cloudy
10.8,46,101.45,20,Cloudy
12.8,41,101.38,26,Cloudy
13.8,37,101.28,24,Cloudy
15.3,34,101.21,24,Cloudy
14.8,34,101.2,26,Cloudy
14.7,35,101.08,17,Cloudy
15.6,28,101.02,20,Cloudy
15.9,26,100.98,19,Cloudy
15.4,28,101,24,Cloudy
14.5,30,100.95,13,Cloudy
11.9,42,100.91,7,Cloudy
12.8,39,100.9,7,Cloudy
12,44,100.86,7,Cloudy
11,47,100.82,9,Cloudy
11.6,46,100.76,9,Cloudy
12.9,41,100.77,9,Cloudy
13.1,42,100.74,13,Cloudy
12.4,48,100.7,15,Cloudy
11.7,69,100.81,9,Cloudy
13.5,69,100.84,11,Cloudy
14.1,71,100.79,26,Cloudy
15.5,67,100.72,32,Cloudy
19.8,54,100.68,32,Cloudy
19.4,55,100.68,26,Cloudy
18.1,62,100.65,24,Cloudy
17.5,65,100.69,22,Cloudy
17,68,100.73,20,Cloudy
16.6,70,100.77,20,Cloudy
16.3,73,100.78,17,Cloudy
15.5,75,100.8,11,Cloudy
14.6,76,100.83,6,Cloudy
14.8,76,100.82,6,Cloudy
14.9,78,100.74,13,Cloudy
15.7,77,100.77,17,Cloudy
14.6,89,100.7,9,Rainy
14.9,90,100.66,4,Rainy
14.4,90,100.66,9,Cloudy
15.2,84,100.66,11,Cloudy
15.3,82,100.64,13,Cloudy
15.7,79,100.61,15,Cloudy
17,76,100.55,17,Cloudy
19.3,69,100.52,17,Cloudy
22.2,58,100.52,15,Cloudy
24.9,47,100.44,22,Cloudy
24.1,47,100.44,22,Cloudy
24.8,44,100.39,30,Cloudy
25.4,44,100.36,22,Cloudy
26.6,41,100.26,24,Cloudy
27.4,37,100.12,28,Cloudy
27.8,37,100.06,26,Cloudy
26.7,38,99.99,11,Cloudy
26.4,40,100.1,20,Rainy
20.5,73,100.22,4,Cloudy
19.3,80,100.26,13,Cloudy
19.4,74,100.25,24,Rainy
19.5,71,100.31,30,Cloudy
13.5,60,100.99,33,Cloudy
11.5,42,101.57,30,Cloudy
12,41,101.58,37,Cloudy
12.6,41,101.64,35,Cloudy
11.1,41,101.72,24,Cloudy
9.5,42,101.79,24,Cloudy
8.5,41,101.89,28,Cloudy
7.4,41,102.04,19,Cloudy
6.1,43,102.12,17,Cloudy
5.4,46,102.17,11,Cloudy
3.9,53,102.17,17,Cloudy
7.9,42,101.56,4,Cloudy
8.4,41,101.53,0,Cloudy
4.7,67,101.28,4,Cloudy
7.1,59,101.24,4,Cloudy
8.6,50,101.18,7,Cloudy
15.8,35,101.02,19,Cloudy
16.6,35,100.95,15,Cloudy
18.4,33,100.88,20,Cloudy
19.3,33,100.78,17,Cloudy
20.2,34,100.69,28,Cloudy
20.7,33,100.65,26,Cloudy
8.7,52,101.04,22,Cloudy
7.8,56,101.11,28,Cloudy
6.9,63,101.17,22,Rainy
6.1,72,101.12,26,Cloudy
6.3,71,101.13,19,Cloudy
6.6,70,101.07,24,Rainy
6.9,66,101.06,20,Cloudy
7.2,68,100.98,26,Rainy
7.5,68,100.91,24,Rainy
9.6,64,100.8,24,Cloudy
9.5,64,100.7,24,Cloudy
8.4,68,100.67,33,Cloudy
7.8,70,100.59,26,Cloudy
7.4,73,100.54,28,Cloudy
7,77,100.5,26,Cloudy
6.9,79,100.46,24,Cloudy
6.6,81,100.35,17,Cloudy
6.5,81,100.32,17,Cloudy
6.6,81,100.27,20,Cloudy
6.3,83,100.18,19,Cloudy
6.4,85,100.13,15,Cloudy
5.7,86,100.21,19,Cloudy
5.5,86,100.21,20,Cloudy
5.7,85,100.2,13,Cloudy
6,84,100.32,7,Cloudy
6.2,82,100.36,15,Cloudy
6.4,81,100.38,17,Rainy
6.2,82,100.42,17,Cloudy
5.5,86,100.49,19,Rainy
5.5,86,100.53,17,Rainy
5.6,86,100.59,11,Rainy
5.5,86,100.61,15,Rainy
6.1,85,100.65,19,Rainy
6.1,86,100.69,19,Rainy
5.7,85,100.73,17,Rainy
5.3,82,100.8,19,Rainy
4.8,86,100.84,17,Rainy
3.8,86,100.96,24,Rainy
3.4,84,100.96,20,Rainy
2.6,86,101.06,24,Rainy
2.6,85,101.06,26,Rainy
1.9,86,101.04,19,Rainy
1.6,87,101.08,13,Rainy
1.5,86,101.04,24,Rainy
1.4,87,101.06,17,Rainy
0.6,89,101.07,13,Rainy
0.8,89,101.05,15,Rainy
1.2,90,101.05,11,Rainy
1.8,86,101.06,19,Rainy
1.9,85,101.1,19,Cloudy
2.4,81,101.17,20,Cloudy
2.8,75,101.24,20,Cloudy
3.3,73,101.27,28,Cloudy
4,74,101.3,22,Cloudy
4.6,71,101.24,22,Cloudy
5,68,101.22,24,Cloudy
5.2,67,101.3,20,Cloudy
5.9,65,101.27,22,Cloudy
6,63,101.2,28,Cloudy
6.4,64,101.2,22,Cloudy
6.3,63,101.17,26,Cloudy
6.5,63,101.13,24,Cloudy
6.1,67,101.16,32,Cloudy
5.3,66,101.19,32,Cloudy
4.3,68,101.07,35,Rainy
2.8,75,101.05,32,Rainy
2,82,100.89,41,Rainy
1.9,82,100.73,46,Rainy
1.1,85,100.59,44,Rainy
1.1,85,100.32,44,Rainy
1.7,84,100.11,52,Rainy
2,82,99.82,44,Rainy
1.9,86,99.74,46,Rainy
2.1,84,99.66,52,Rainy
2.3,82,99.52,48,Rainy
2.8,84,99.4,48,Rainy
3.1,84,99.29,44,Rainy
3.7,83,99.23,46,Cloudy
4.1,84,99.15,48,Cloudy
4.6,83,99.09,46,Cloudy
5,83,99.06,41,Cloudy
5.3,80,98.97,44,Cloudy
5.7,79,98.9,43,Cloudy
5.6,80,98.81,39,Cloudy
5.9,81,98.8,35,Cloudy
5.9,80,98.66,43,Cloudy
5.4,86,98.61,39,Rainy
5.7,86,98.54,41,Cloudy
5.6,86,98.51,37,Rainy
5.5,88,98.58,19,Cloudy
5.6,89,98.64,9,Cloudy
5.7,90,98.6,13,Cloudy
6.7,90,98.56,7,Cloudy
6.1,89,98.5,6,Foggy
7,90,98.53,15,Cloudy
7.5,80,98.51,19,Rainy
7.1,76,98.47,19,Cloudy
6.8,79,98.51,19,Rainy
5.5,84,98.6,13,Rainy
6.6,82,98.63,13,Rainy
7.7,64,98.64,17,Cloudy
7.2,66,98.72,19,Rainy
8.8,59,98.78,26,Cloudy
8.9,69,98.82,17,Cloudy
8,62,98.9,24,Rainy
8,59,99.01,28,Cloudy
8.4,64,99.08,19,Cloudy
8.1,55,99.19,32,Cloudy
8,59,99.26,28,Cloudy
7.7,60,99.3,20,Cloudy
7.1,61,99.37,19,Cloudy
6.9,61,99.45,28,Cloudy
6.6,62,99.54,20,Cloudy
6,61,99.56,24,Cloudy
5.4,64,99.61,19,Cloudy
4.9,68,99.67,19,Cloudy
5.5,64,99.71,19,Cloudy
4.5,71,99.74,13,Cloudy
4.4,71,99.77,15,Cloudy
4.8,70,99.8,15,Cloudy
4.5,73,99.84,13,Cloudy
5.2,70,99.93,20,Rainy
5.5,71,100.01,19,Rainy
4.9,79,100.08,19,Rainy
5.1,86,100.15,15,Rainy
6.1,80,100.22,9,Rainy
7.8,70,100.23,17,Cloudy
8,65,100.26,20,Cloudy
8.7,55,100.29,20,Cloudy
9.8,57,100.31,19,Cloudy
7.7,60,100.38,15,Rainy
8.8,48,100.41,17,Cloudy
8.8,48,100.45,22,Cloudy
8,50,100.5,22,Cloudy
7.3,60,100.56,17,Cloudy
7.3,59,100.61,17,Cloudy
7,61,100.67,13,Cloudy
6.2,65,100.69,9,Cloudy
6,66,100.69,9,Cloudy
5.8,71,100.68,7,Cloudy
5.5,72,100.72,7,Cloudy
6.2,68,100.72,7,Cloudy
6.9,60,100.65,7,Cloudy
8.8,55,100.6,11,Cloudy
9.6,52,100.49,7,Cloudy
9.8,52,100.39,13,Cloudy
10.3,52,100.24,13,Cloudy
11,45,100.08,17,Cloudy
11.2,44,99.98,19,Cloudy
11.4,43,99.84,19,Cloudy
11,51,99.8,15,Rainy
8.6,80,99.72,19,Rainy
8.3,83,99.7,15,Rainy
8.1,85,99.69,7,Rainy
8,88,99.67,9,Rainy
6.9,90,99.59,13,Rainy
5.8,89,99.67,22,Rainy
4.8,86,99.74,15,Rainy
4.7,87,99.79,15,Rainy
4.4,83,99.87,22,Cloudy
4.2,80,99.94,24,Cloudy
3.3,76,100.03,26,Rainy
2.5,74,100.16,28,Cloudy
3,61,100.58,30,Cloudy
2.7,57,100.76,37,Cloudy
1.9,59,100.86,37,Cloudy
2.5,57,100.92,30,Cloudy
2.1,55,100.97,30,Cloudy
1.7,55,101.09,33,Cloudy
1,54,101.18,28,Cloudy
0.7,53,101.25,22,Cloudy
0.5,56,101.36,24,Cloudy
0.2,58,101.42,19,Cloudy
0.2,55,101.47,20,Cloudy
0.3,55,101.5,17,Cloudy
0.2,57,101.52,17,Cloudy
-0.2,55,101.51,19,Cloudy
-0.4,56,101.5,22,Cloudy
-0.8,53,101.54,17,Cloudy
-1.3,52,101.6,24,Cloudy
-1.5,54,101.67,26,Cloudy
1.9,41,101.56,9,Cloudy
0.8,47,101.55,6,Cloudy
0.8,49,101.52,7,Cloudy
0.8,53,101.47,13,Cloudy
0.9,42,101.52,19,Cloudy
1.2,38,101.58,20,Cloudy
1.8,35,101.64,26,Cloudy
2.6,34,101.65,19,Cloudy
6.6,39,102.41,11,Cloudy
7.2,37,102.31,7,Cloudy
7.6,35,102.31,7,Cloudy
9.3,35,102.2,0,Cloudy
10.1,39,102.15,6,Cloudy
12.4,31,102.01,11,Cloudy
12.4,34,101.93,7,Cloudy
12.5,31,101.83,15,Cloudy
12.9,31,101.79,9,Cloudy
12.7,30,101.73,9,Cloudy
